f0_GHz,RL,XL,X2,ZLi_f0,ZLi_2f0,err_Z1,err_X2,converged
2.4,7.469909710323024,12.556320571473854,15.133800093493328,(36.99783964639774+37.00495481686809j),(0.2473170158468011-43.617170255997515j),0.005405306455985741,0.0275721874391337,True
2.5,7.044292416696239,11.641628154591839,12.878129549158558,(36.993833332098895+37.01544871346777j),(0.26190317367673127-43.63961214225921j),0.016634017578798118,0.05001407370082944,True
2.6,6.66722946711695,10.764186850324126,10.799850943433167,(36.987725133904945+37.0407657488121j),(0.27323730641784033-43.60141777169914j),0.04257368452298525,0.011819703140758975,True
2.7,6.345717412878761,9.914656431982252,8.82950393043299,(36.99984586511858+36.99963802195942j),(0.28436559448682686-43.546066325404006j),0.0003934280919462122,0.043531743154375135,True
2.8,6.053924595187488,9.095185870663066,6.882089976990563,(36.999637072350126+36.99914389176589j),(0.29813056290584766-43.60489627953168j),0.0009298590148805881,0.015298210973298865,True
2.9,5.794536540540493,8.300010268647831,4.992373489028663,(36.99989427416558+36.999739018223345j),(0.311181120460836-43.585680309645824j),0.0002815838060164884,0.00391775891255719,True
3.0,5.5636756184107234,7.525644695090809,3.08542811936029,(36.99994111903495+36.99985620633303j),(0.3261220522944297-43.5812260686865j),0.00015538206687493189,0.008371999871883418,True
