Z,E,f0,X2i,alpha
30.0,40.0,2.8,95.35090080535994,-2.1874691447117867
30.0,40.0,3.0,-95.0028814587666,2.1794851448124075
30.0,40.0,3.2,-38.91316624852082,0.8927167942066728
30.0,40.0,3.4,-24.419086233789503,0.5602044367416005
30.0,40.0,3.6,-15.671655767032926,0.35952742079393135
30.0,40.0,3.8,-3.6791005770727003,0.08440317736553007
30.0,50.0,2.4,24.652514101123476,-0.5655595645169663
30.0,50.0,2.6,91.88945755939699,-2.1080592992592373
30.0,50.0,2.8,-111.19110898802643,2.5508633691263536
30.0,50.0,3.0,-42.78457284807715,0.9815317126986334
30.0,50.0,3.2,-27.245190689606282,0.6250388142316576
30.0,50.0,3.4,-19.135259368507,0.43898682750895696
30.0,50.0,3.6,-11.796040695862017,0.2706159546896722
30.0,50.0,3.8,5.975135198735784,-0.13707708865170082
30.0,60.0,2.4,75.76335107999327,-1.738106209670287
30.0,60.0,2.6,-142.99354001918164,3.280450987280939
30.0,60.0,2.8,-46.79995831101386,1.0736496867304484
30.0,60.0,3.0,-29.25874825142578,0.6712323478047946
30.0,60.0,3.2,-20.991951582418487,0.48158167343965935
30.0,60.0,3.4,-14.96677325638812,0.3433565327408652
30.0,60.0,3.6,-7.2193598381340305,0.16562116096549714
30.0,60.0,3.8,-8.128833269446602,0.18648562110303127
30.0,70.0,2.4,-253.01066510506982,5.804381694621979
30.0,70.0,2.6,-53.14690186341016,1.2192565249126617
30.0,70.0,2.8,-31.472543791968604,0.7220195915197041
30.0,70.0,3.0,-22.362403995418827,0.513021569050646
30.0,70.0,3.2,-16.48745792631069,0.3782429445754229
30.0,70.0,3.4,-10.941484188450413,0.25101135760053306
30.0,70.0,3.6,-0.3983079025253178,0.009137682386950507
30.0,70.0,3.8,-37.52252258831303,0.8608136860839377
30.0,80.0,2.4,-65.7683217001739,1.5088077113427953
30.0,80.0,2.6,-34.78537023492743,0.7980199812858212
30.0,80.0,2.8,-23.935063249860026,0.5491003429812451
