Z,E,f0,alpha
80.0,90.0,3.675,1.127699069923765
80.0,90.0,3.7,0.9159622274444219
80.0,90.0,3.725,0.7561112827629827
80.0,90.0,3.75,0.6428640258008878
80.0,90.0,3.775,0.5599987840653108
80.0,90.0,3.8,0.4967706390610665
80.0,92.5,2.4,0.44205309725159336
80.0,92.5,2.425,0.42566463400475935
80.0,92.5,2.45,0.41037798750013643
80.0,92.5,2.475,0.39603835538390275
80.0,92.5,2.5,0.38251356757546057
80.0,92.5,2.525,0.36969146981241513
80.0,92.5,2.55,0.35747517446874405
80.0,92.5,2.575,0.345784306576017
80.0,92.5,2.6,0.3345690936895103
80.0,92.5,2.625,0.3237514509994825
80.0,92.5,2.65,0.313271975281957
80.0,92.5,2.675,0.30308191682787033
80.0,92.5,2.7,0.2931369737248574
80.0,92.5,2.725,0.2833961135858888
80.0,92.5,2.75,0.27382092860791385
80.0,92.5,2.775,0.26437493759054964
80.0,92.5,2.8,0.25502298266937523
80.0,92.5,2.825,0.24573064475010306
80.0,92.5,2.85,0.23646366471996216
80.0,92.5,2.875,0.22718735618477923
80.0,92.5,2.9,0.21786598961131354
80.0,92.5,2.925,0.20846212402701764
80.0,92.5,2.95,0.19893585797101684
80.0,92.5,2.975,0.1892439650976041
80.0,92.5,3.0,0.17933887082194375
80.0,92.5,3.025,0.1691674135543729
80.0,92.5,3.05,0.15866931593675448
80.0,92.5,3.075,0.1477752682465715
80.0,92.5,3.1,0.1364042584669227
80.0,92.5,3.125,0.1244613195747693
80.0,92.5,3.15,0.11183166625537692
80.0,92.5,3.175,0.09837660964543614
80.0,92.5,3.2,0.08392525674126078
80.0,92.5,3.225,0.06826407022160934
80.0,92.5,3.25,0.05112198872247099
80.0,92.5,3.275,0.03214900095738009
80.0,92.5,3.3,0.010884608479647628
80.0,92.5,3.325,-0.013289701093843784
80.0,92.5,3.35,-0.041223855678252506
80.0,92.5,3.375,-0.07411605780863423
80.0,92.5,3.4,-0.11371331423189938
80.0,92.5,3.425,-0.16268218569734388
80.0,92.5,3.45,-0.2251981993747493
80.0,92.5,3.475,-0.3080191178317981
80.0,92.5,3.5,-0.4224452248164184
80.0,92.5,3.525,-0.5861667674016316
80.0,92.5,3.55,-0.808216930398057
80.0,92.5,3.575,-0.8742076252482135
80.0,92.5,3.6,0.3549898497713159
80.0,92.5,3.625,1.216100282983029
80.0,92.5,3.65,1.0677964482650972
80.0,92.5,3.675,0.8652375090834341
80.0,92.5,3.7,0.7187301931181372
80.0,92.5,3.725,0.6146840188929631
80.0,92.5,3.75,0.5378855670162517
80.0,92.5,3.775,0.4787573523341546
80.0,92.5,3.8,0.4314907458527312
80.0,95.0,2.4,0.4263371986733977
80.0,95.0,2.425,0.41112000035527113
80.0,95.0,2.45,0.3968362552779584
80.0,95.0,2.475,0.383355148186461
80.0,95.0,2.5,0.3705630424931223
80.0,95.0,2.525,0.3583614543695159
80.0,95.0,2.55,0.34669219332110157
80.0,95.0,2.575,0.33549018571127365
80.0,95.0,2.6,0.32467726853700113
80.0,95.0,2.625,0.31419735970312196
80.0,95.0,2.65,0.3040026493729116
80.0,95.0,2.675,0.2940493690967629
80.0,95.0,2.7,0.2842968388938641
80.0,95.0,2.725,0.2747068579580295
80.0,95.0,2.75,0.2652431145488587
80.0,95.0,2.775,0.2558705339363992
80.0,95.0,2.8,0.24655469865402
80.0,95.0,2.825,0.2372612720750656
80.0,95.0,2.85,0.22795540806575457
80.0,95.0,2.875,0.21860112827526285
80.0,95.0,2.9,0.2091606429308269
80.0,95.0,2.925,0.1995935859343522
80.0,95.0,2.95,0.1898561283168669
80.0,95.0,2.975,0.17989992477781208
80.0,95.0,3.0,0.16967083772620675
80.0,95.0,3.025,0.15910702561466217
80.0,95.0,3.05,0.14813837616228848
80.0,95.0,3.075,0.13668130021045405
80.0,95.0,3.1,0.12463783590744426
80.0,95.0,3.125,0.11189012557980697
80.0,95.0,3.15,0.09829467903295823
80.0,95.0,3.175,0.08367428748641266
80.0,95.0,3.2,0.06780677781312242
80.0,95.0,3.225,0.05040907592294077
80.0,95.0,3.25,0.031114148043223353
80.0,95.0,3.275,0.009436878208364103
80.0,95.0,3.3,-0.015277653883147477
80.0,95.0,3.325,-0.043934713750319467
80.0,95.0,3.35,-0.07782119737023538
80.0,95.0,3.375,-0.1188386017194545
80.0,95.0,3.4,-0.16990059083891124
80.0,95.0,3.425,-0.23559423520329822
80.0,95.0,3.45,-0.3234670452156865
80.0,95.0,3.475,-0.44619778130645704
80.0,95.0,3.5,-0.6228330706461559
80.0,95.0,3.525,-0.8505615920429628
80.0,95.0,3.55,-0.7590682193893213
80.0,95.0,3.575,0.7147951118129566
80.0,95.0,3.6,1.20779878849655
80.0,95.0,3.625,1.0100251728732823
80.0,95.0,3.65,0.8200075284645958
80.0,95.0,3.675,0.6855941588936304
80.0,95.0,3.7,0.5896369916105497
80.0,95.0,3.725,0.5181736581222297
80.0,95.0,3.75,0.4626712175198322
80.0,95.0,3.775,0.41795359410933597
80.0,95.0,3.8,0.3807715450582276
80.0,97.5,2.4,0.4122684488315342
80.0,97.5,2.425,0.39800776882472266
80.0,97.5,2.45,0.3845409200854455
80.0,97.5,2.475,0.37175523450896086
80.0,97.5,2.5,0.3595540359147909
80.0,97.5,2.525,0.34788000173816724
80.0,97.5,2.55,0.3366703071831444
80.0,97.5,2.575,0.3258466474530109
80.0,97.5,2.6,0.31535181638972914
80.0,97.5,2.625,0.3051390401461334
80.0,97.5,2.65,0.29516503322420634
80.0,97.5,2.675,0.28538939037475275
80.0,97.5,2.7,0.2757740431613615
80.0,97.5,2.725,0.26628269755492934
80.0,97.5,2.75,0.2568802648572678
80.0,97.5,2.775,0.2475322385132782
80.0,97.5,2.8,0.23820411748592227
80.0,97.5,2.825,0.2288608124455902
80.0,97.5,2.85,0.21946601413944455
80.0,97.5,2.875,0.2099815009333068
80.0,97.5,2.9,0.20036635589662669
80.0,97.5,2.925,0.19057605866275987
80.0,97.5,2.95,0.18056141944353674
80.0,97.5,2.975,0.1702669532978119
80.0,97.5,3.0,0.1596300920162392
80.0,97.5,3.025,0.14857796734604628
80.0,97.5,3.05,0.13702545483868345
80.0,97.5,3.075,0.12487146040208762
80.0,97.5,3.1,0.11199427678045315
80.0,97.5,3.125,0.09824531137431194
80.0,97.5,3.15,0.08344048484383798
80.0,97.5,3.175,0.06734822141861461
80.0,97.5,3.2,0.04967234880601452
80.0,97.5,3.225,0.030027226641398928
80.0,97.5,3.25,0.00790072888360501
80.0,97.5,3.275,-0.01740225471141461
80.0,97.5,3.3,-0.04684885764979395
80.0,97.5,3.325,-0.08182709990086474
80.0,97.5,3.35,-0.12440734920373966
80.0,97.5,3.375,-0.17777304348418807
80.0,97.5,3.4,-0.24700296787348947
80.0,97.5,3.425,-0.3405601996358925
80.0,97.5,3.45,-0.47268930014590116
80.0,97.5,3.475,-0.6634101704616111
80.0,97.5,3.5,-0.8877441233116515
80.0,97.5,3.525,-0.5505759035777174
80.0,97.5,3.55,0.97963602527612
80.0,97.5,3.575,1.1728343453435772
80.0,97.5,3.6,0.9561078729184732
80.0,97.5,3.625,0.7796724575104554
80.0,97.5,3.65,0.6561174880230055
80.0,97.5,3.675,0.5672982342549406
80.0,97.5,3.7,0.500553427156974
80.0,97.5,3.725,0.44827450788442746
80.0,97.5,3.75,0.4058428205983046
80.0,97.5,3.775,0.3703239453879324
80.0,97.5,3.8,0.3397936385857208
80.0,100.0,2.4,0.3995389163302662
80.0,100.0,2.425,0.38605918477225715
80.0,100.0,2.45,0.37325636745717944
80.0,100.0,2.475,0.3610361309414466
80.0,100.0,2.5,0.34934018383307447
80.0,100.0,2.525,0.3381024222513725
80.0,100.0,2.55,0.32725121670507895
80.0,100.0,2.575,0.3167281636816935
80.0,100.0,2.6,0.30648473402808474
80.0,100.0,2.625,0.296478296349167
80.0,100.0,2.65,0.2866686768271647
80.0,100.0,2.675,0.27701787398957695
80.0,100.0,2.7,0.26748954527436836
80.0,100.0,2.725,0.2580484603691802
80.0,100.0,2.75,0.24865994068940933
80.0,100.0,2.775,0.23928924144786506
80.0,100.0,2.8,0.22990095230645266
80.0,100.0,2.825,0.22045835652010973
80.0,100.0,2.85,0.21092272491802383
80.0,100.0,2.875,0.20125253239474294
80.0,100.0,2.9,0.19140219978730544
80.0,100.0,2.925,0.18132200731189838
80.0,100.0,2.95,0.17095517512923833
80.0,100.0,2.975,0.16023729696760067
80.0,100.0,3.0,0.14909375173333353
80.0,100.0,3.025,0.1374369263594459
80.0,100.0,3.05,0.12516252628886332
80.0,100.0,3.075,0.11214465948800134
80.0,100.0,3.1,0.09822918261831905
80.0,100.0,3.125,0.08322453927499587
80.0,100.0,3.15,0.06688890989301613
80.0,100.0,3.175,0.04891182388096053
80.0,100.0,3.2,0.02888726761113525
80.0,100.0,3.225,0.006273408860803196
80.0,100.0,3.25,-0.019669370657125363
80.0,100.0,3.275,-0.04997749912106006
80.0,100.0,3.3,-0.08615231835423222
80.0,100.0,3.325,-0.13044864349620436
80.0,100.0,3.35,-0.18636118895272938
80.0,100.0,3.375,-0.2595441090762598
80.0,100.0,3.4,-0.35952440999139407
80.0,100.0,3.425,-0.5023227107151274
80.0,100.0,3.45,-0.7080920070185547
80.0,100.0,3.475,-0.9119248604130704
80.0,100.0,3.5,-0.23740160400339166
80.0,100.0,3.525,1.1385571556265708
80.0,100.0,3.55,1.125177315003901
80.0,100.0,3.575,0.9066446218285731
80.0,100.0,3.6,0.7436503900545726
80.0,100.0,3.625,0.6298025415939266
80.0,100.0,3.65,0.5473008204301958
80.0,100.0,3.675,0.4847650340884334
80.0,100.0,3.7,0.4353809166717849
80.0,100.0,3.725,0.39500375826427625
80.0,100.0,3.75,0.3609912036333855
80.0,100.0,3.775,0.3315895680686957
80.0,100.0,3.8,0.3055894113564321
80.0,102.5,2.4,0.38789971661156203
80.0,102.5,2.425,0.37505745173149535
80.0,102.5,2.45,0.36279788323448975
80.0,102.5,2.475,0.3510613117017363
80.0,102.5,2.5,0.33978158489164906
80.0,102.5,2.525,0.328885881547989
80.0,102.5,2.55,0.31832018626323194
80.0,102.5,2.575,0.3080344611221327
80.0,102.5,2.6,0.29798452250520935
80.0,102.5,2.625,0.2881305878956565
80.0,102.5,2.65,0.2784346839127234
80.0,102.5,2.675,0.26886036474697367
80.0,102.5,2.7,0.25937219973655745
80.0,102.5,2.725,0.2499352286031879
80.0,102.5,2.75,0.24051439011529785
80.0,102.5,2.775,0.23107388249019048
80.0,102.5,2.8,0.22157651718593865
80.0,102.5,2.825,0.21198237700770434
80.0,102.5,2.85,0.20225077536485828
80.0,102.5,2.875,0.1923341146631274
80.0,102.5,2.9,0.18218150043029713
80.0,102.5,2.925,0.17173514490013184
80.0,102.5,2.95,0.16092892520620988
80.0,102.5,2.975,0.14968610777751798
80.0,102.5,3.0,0.1379163892353352
80.0,102.5,3.025,0.1255120029811195
80.0,102.5,3.05,0.11234251571143575
80.0,102.5,3.075,0.09824775717967812
80.0,102.5,3.1,0.08302804348827593
80.0,102.5,3.125,0.0664304002043005
80.0,102.5,3.15,0.048128746176985676
80.0,102.5,3.175,0.02769474460934832
80.0,102.5,3.2,0.004553853529588759
80.0,102.5,3.225,-0.022082892658520727
80.0,102.5,3.25,-0.05332933988674393
80.0,102.5,3.275,-0.09081278864955875
80.0,102.5,3.3,-0.13699457981547067
80.0,102.5,3.325,-0.19573126796612236
80.0,102.5,3.35,-0.27334673575913515
80.0,102.5,3.375,-0.38061242470847834
80.0,102.5,3.4,-0.5355474833507171
80.0,102.5,3.425,-0.7567644038181496
80.0,102.5,3.45,-0.9094251281627322
80.0,102.5,3.475,0.15472324413744676
80.0,102.5,3.5,1.2106181114888688
80.0,102.5,3.525,1.0729548345306752
80.0,102.5,3.55,0.8616686579679087
80.0,102.5,3.575,0.7113979616304418
80.0,102.5,3.6,0.6062358595808107
80.0,102.5,3.625,0.5293726578704384
80.0,102.5,3.65,0.4705872365060019
80.0,102.5,3.675,0.4238047152466105
80.0,102.5,3.7,0.38529162395591415
80.0,102.5,3.725,0.35265281904179296
80.0,102.5,3.75,0.3242866535179859
80.0,102.5,3.775,0.2990803820283777
80.0,102.5,3.8,0.27623312009260975
80.0,105.0,2.4,0.37715092187264165
80.0,105.0,2.425,0.364832431552711
80.0,105.0,2.45,0.3530368052495682
80.0,105.0,2.475,0.3416995843452052
80.0,105.0,2.5,0.3307474714442671
80.0,105.0,2.525,0.3201243217073217
80.0,105.0,2.55,0.30978374165702094
80.0,105.0,2.575,0.2996799886241828
80.0,105.0,2.6,0.28977189002019943
80.0,105.0,2.625,0.280021647385323
80.0,105.0,2.65,0.2703926768923241
80.0,105.0,2.675,0.26084930100705483
80.0,105.0,2.7,0.2513562253370453
80.0,105.0,2.725,0.241877978080861
80.0,105.0,2.75,0.23237831574486037
80.0,105.0,2.775,0.2228191009074878
80.0,105.0,2.8,0.2131612120708262
80.0,105.0,2.825,0.20336094215473885
80.0,105.0,2.85,0.1933712797594129
80.0,105.0,2.875,0.1831397830049253
80.0,105.0,2.9,0.17260720121484852
80.0,105.0,2.925,0.16170560272191978
80.0,105.0,2.95,0.1503559760186521
80.0,105.0,2.975,0.13846511333828412
80.0,105.0,3.0,0.1259214976545076
80.0,105.0,3.025,0.11258978576446332
80.0,105.0,3.05,0.09830328230700484
80.0,105.0,3.075,0.08285348739197103
80.0,105.0,3.1,0.06597529658471121
80.0,105.0,3.125,0.04732559880266229
80.0,105.0,3.15,0.026451603729644793
80.0,105.0,3.175,0.002742748373327478
80.0,105.0,3.2,-0.024644634595676517
80.0,105.0,3.225,-0.056910673929149794
80.0,105.0,3.25,-0.09582309700174976
80.0,105.0,3.275,-0.1440781405227777
80.0,105.0,3.3,-0.205951984124935
80.0,105.0,3.325,-0.28855052629825145
80.0,105.0,3.35,-0.40410869211444217
80.0,105.0,3.375,-0.57285752699856
80.0,105.0,3.4,-0.8086838608421097
80.0,105.0,3.425,-0.8581146342843294
80.0,105.0,3.45,0.5575751336016419
80.0,105.0,3.475,1.2235713507061485
80.0,105.0,3.5,1.0205889080129014
80.0,105.0,3.525,0.8209836648267217
80.0,105.0,3.55,0.6824944963172778
80.0,105.0,3.575,0.585069904559378
80.0,105.0,3.6,0.5132360135018033
80.0,105.0,3.625,0.457828091646403
80.0,105.0,3.65,0.4134006878819689
80.0,105.0,3.675,0.37658564069932376
80.0,105.0,3.7,0.34520575560952765
80.0,105.0,3.725,0.3177942018297594
80.0,105.0,3.75,0.29332452260474823
80.0,105.0,3.775,0.2710526723977177
80.0,105.0,3.8,0.2504208822745778
80.0,107.5,2.4,0.3671345392373353
80.0,107.5,2.425,0.3552623077104668
80.0,107.5,2.45,0.34385192824708455
80.0,107.5,2.475,0.3328300578671881
80.0,107.5,2.5,0.3221388294908315
80.0,107.5,2.525,0.3117302713605178
80.0,107.5,2.55,0.3015616268467594
80.0,107.5,2.575,0.2915901286265661
80.0,107.5,2.6,0.2817766938362848
80.0,107.5,2.625,0.27208473492700663
80.0,107.5,2.65,0.2624782965639143
80.0,107.5,2.675,0.25292171290453086
80.0,107.5,2.7,0.24337904938908264
80.0,107.5,2.725,0.2338131840220048
80.0,107.5,2.75,0.22418642041963718
80.0,107.5,2.775,0.21445759554435476
80.0,107.5,2.8,0.20458286383644506
80.0,107.5,2.825,0.19451404739871533
80.0,107.5,2.85,0.184197431679639
80.0,107.5,2.875,0.1735722074965971
80.0,107.5,2.9,0.16256850363877828
80.0,107.5,2.925,0.15110486472893883
80.0,107.5,2.95,0.13908496498576636
80.0,107.5,2.975,0.12639325639766089
80.0,107.5,3.0,0.11288910986506015
80.0,107.5,3.025,0.09839879042403663
80.0,107.5,3.05,0.08270426245853832
80.0,107.5,3.075,0.06552725999935365
80.0,107.5,3.1,0.0465061232388836
80.0,107.5,3.125,0.02516130348351191
80.0,107.5,3.15,0.0008425982996628362
80.0,107.5,3.175,-0.027354249486564675
80.0,107.5,3.2,-0.060725465754265684
80.0,107.5,3.225,-0.1011962534431747
80.0,107.5,3.25,-0.15173152363085152
80.0,107.5,3.275,-0.21709399224210815
80.0,107.5,3.3,-0.30530708546211294
80.0,107.5,3.325,-0.4303340935883692
80.0,107.5,3.35,-0.6147788536945175
80.0,107.5,3.375,-0.8618772656607777
80.0,107.5,3.4,-0.7266845644322109
80.0,107.5,3.425,0.8928244731391937
80.0,107.5,3.45,1.2012744321841884
80.0,107.5,3.475,0.9705409214135162
80.0,107.5,3.5,0.7842532654923461
80.0,107.5,3.525,0.6565018162719718
80.0,107.5,3.55,0.5660077250715758
80.0,107.5,3.575,0.4986855508312775
80.0,107.5,3.6,0.4463271729758354
80.0,107.5,3.625,0.4040408318033654
80.0,107.5,3.65,0.36877955145691926
80.0,107.5,3.675,0.3385587376263664
80.0,107.5,3.7,0.3120314642305397
80.0,107.5,3.725,0.2882485601569781
80.0,107.5,3.75,0.26651727423427923
80.0,107.5,3.775,0.24631462371557977
80.0,107.5,3.8,0.2272322639094929
80.0,110.0,2.4,0.3577347645663084
80.0,110.0,2.425,0.34623589513227354
80.0,110.0,2.45,0.33513070830606057
80.0,110.0,2.475,0.3243596038329209
80.0,110.0,2.5,0.3138734581216938
80.0,110.0,2.525,0.3036281801109244
80.0,110.0,2.55,0.29358340103408326
80.0,110.0,2.575,0.28369842724136934
80.0,110.0,2.6,0.2739354524432948
80.0,110.0,2.625,0.26425836886192583
80.0,110.0,2.65,0.25463098640063914
80.0,110.0,2.675,0.24501688925267626
80.0,110.0,2.7,0.23537900458624114
80.0,110.0,2.725,0.22567793142493572
80.0,110.0,2.75,0.21587225099427462
80.0,110.0,2.775,0.20591712027602926
80.0,110.0,2.8,0.19576324028843653
80.0,110.0,2.825,0.1853555431856406
80.0,110.0,2.85,0.17463155832599267
80.0,110.0,2.875,0.1635193471829135
80.0,110.0,2.9,0.1519348485174509
80.0,110.0,2.925,0.13977840821917953
80.0,110.0,2.95,0.12693016807226812
80.0,110.0,2.975,0.11324383440241464
80.0,110.0,3.0,0.0985381080349084
80.0,110.0,3.025,0.08258467447935944
80.0,110.0,3.05,0.06509102773275872
80.0,110.0,3.075,0.045675351509740655
80.0,110.0,3.1,0.02382886890960281
80.0,110.0,3.125,-0.001142184947412092
80.0,110.0,3.15,-0.030209109952910967
80.0,110.0,3.175,-0.0647751914130452
80.0,110.0,3.2,-0.10694296065179958
80.0,110.0,3.225,-0.15998515528354798
80.0,110.0,3.25,-0.22922954881263344
80.0,110.0,3.275,-0.323781052590065
80.0,110.0,3.3,-0.45965016968333455
80.0,110.0,3.325,-0.6618332665486871
80.0,110.0,3.35,-0.9118883694584387
80.0,110.0,3.375,-0.48300184863163353
80.0,110.0,3.4,1.1195567175680774
80.0,110.0,3.425,1.1604990261752683
80.0,110.0,3.45,0.9237814321438319
80.0,110.0,3.475,0.751120315404963
80.0,110.0,3.5,0.633089278732378
80.0,110.0,3.525,0.5488041504747362
80.0,110.0,3.55,0.4855420451765281
80.0,110.0,3.575,0.4359471445870077
80.0,110.0,3.6,0.395614655120614
80.0,110.0,3.625,0.36178066832156874
80.0,110.0,3.65,0.33263130957982395
80.0,110.0,3.675,0.3069266287195873
80.0,110.0,3.7,0.2837868624951229
80.0,110.0,3.725,0.2625656544012275
80.0,110.0,3.75,0.24277176211545262
80.0,110.0,3.775,0.2240188494488077
80.0,110.0,3.8,0.20599213100724148
90.0,40.0,2.4,0.015407237578974817
90.0,40.0,2.425,-0.01067407519070914
90.0,40.0,2.45,-0.04049870113889836
90.0,40.0,2.475,-0.07513871745278601
90.0,40.0,2.5,-0.11610997771466992
90.0,40.0,2.525,-0.16562301225015852
90.0,40.0,2.55,-0.22702112953461207
90.0,40.0,2.575,-0.305584846378664
90.0,40.0,2.6,-0.4100862090711518
90.0,40.0,2.625,-0.5559417645253771
90.0,40.0,2.65,-0.7715553497663172
90.0,40.0,2.675,-1.1061784954292961
90.0,40.0,2.7,-1.549143406278517
90.0,40.0,2.725,-0.6917535838939675
90.0,40.0,2.75,1.8344027351124197
90.0,40.0,2.775,1.7014179398759783
90.0,40.0,2.8,1.3299234092912198
90.0,40.0,2.825,1.0788177935243264
90.0,40.0,2.85,0.9111826886623585
90.0,40.0,2.875,0.7932901217612662
90.0,40.0,2.9,0.7061278997894868
90.0,40.0,2.925,0.6389653528610018
90.0,40.0,2.95,0.5854440796295174
90.0,40.0,2.975,0.5416002958849568
90.0,40.0,3.0,0.5048489685691291
90.0,40.0,3.025,0.47343784724100985
90.0,40.0,3.05,0.4461401250119379
90.0,40.0,3.075,0.42207485323974914
90.0,40.0,3.1,0.40059985543144105
90.0,40.0,3.125,0.3812451657120007
90.0,40.0,3.15,0.36365530530468143
90.0,40.0,3.175,0.3475183227643606
90.0,40.0,3.2,0.33253811824447704
90.0,40.0,3.225,0.3184827425756838
90.0,40.0,3.25,0.3051963749734724
90.0,40.0,3.275,0.29256355975558485
90.0,40.0,3.3,0.28048591040495974
90.0,40.0,3.325,0.26887562139823346
90.0,40.0,3.35,0.257653945452782
90.0,40.0,3.375,0.24675014309907786
90.0,40.0,3.4,0.23610026066816442
90.0,40.0,3.425,0.22564584845133281
90.0,40.0,3.45,0.2153327330078524
90.0,40.0,3.475,0.20510988549322212
90.0,40.0,3.5,0.19492838449005703
90.0,40.0,3.525,0.18474045258953178
90.0,40.0,3.55,0.17449853865407702
90.0,40.0,3.575,0.16415441514855902
90.0,40.0,3.6,0.15365826021837947
90.0,40.0,3.625,0.14295738629652158
90.0,40.0,3.65,0.1319965460679982
90.0,40.0,3.675,0.12071413832723409
90.0,40.0,3.7,0.10904327707074585
90.0,40.0,3.725,0.09690899747025034
90.0,40.0,3.75,0.08422649562002613
90.0,40.0,3.775,0.07089875950503555
90.0,40.0,3.8,0.05681371563273929
90.0,42.5,2.4,-0.032047116566754075
90.0,42.5,2.425,-0.06649054919403347
90.0,42.5,2.45,-0.10716479406472139
90.0,42.5,2.475,-0.1562417356735223
90.0,42.5,2.5,-0.21700618772972383
90.0,42.5,2.525,-0.2946494427938147
90.0,42.5,2.55,-0.3978179299976158
90.0,42.5,2.575,-0.5418180045579272
90.0,42.5,2.6,-0.7554160957799002
90.0,42.5,2.625,-1.0924150328439945
90.0,42.5,2.65,-1.585174213980705
90.0,42.5,2.675,-0.9925643238537839
90.0,42.5,2.7,1.913842155856193
90.0,42.5,2.725,1.7839719308524242
90.0,42.5,2.75,1.3747413154583432
90.0,42.5,2.775,1.1064589368288804
90.0,42.5,2.8,0.9305153255003754
90.0,42.5,2.825,0.8081149556681675
90.0,42.5,2.85,0.7182662786782437
90.0,42.5,2.875,0.64938319454377
90.0,42.5,2.9,0.5946976276714501
90.0,42.5,2.925,0.550032034529042
90.0,42.5,2.95,0.5126817505719511
90.0,42.5,2.975,0.48082346357362854
90.0,42.5,3.0,0.45318554486998397
90.0,42.5,3.025,0.42885617030825907
90.0,42.5,3.05,0.4071683909689757
90.0,42.5,3.075,0.3876303606400787
90.0,42.5,3.1,0.36987769189482816
90.0,42.5,3.125,0.3536203752335907
90.0,42.5,3.15,0.3385854586022122
90.0,42.5,3.175,0.3245223875876753
90.0,42.5,3.2,0.3112478373523734
90.0,42.5,3.225,0.29863717422972497
90.0,42.5,3.25,0.28659275849870386
90.0,42.5,3.275,0.2750289393567008
90.0,42.5,3.3,0.2638684418722466
90.0,42.5,3.325,0.25304140959321625
90.0,42.5,3.35,0.24248453008535603
90.0,42.5,3.375,0.23213998985662337
90.0,42.5,3.4,0.22195438164085596
90.0,42.5,3.425,0.21187765012617174
90.0,42.5,3.45,0.2018619738036636
90.0,42.5,3.475,0.19186136210936358
90.0,42.5,3.5,0.18182995088741033
90.0,42.5,3.525,0.17172180035865936
90.0,42.5,3.55,0.1614897979623119
90.0,42.5,3.575,0.15108478311599957
90.0,42.5,3.6,0.14045457761457197
90.0,42.5,3.625,0.12954290257090806
90.0,42.5,3.65,0.11828813610622561
90.0,42.5,3.675,0.10662185431486039
90.0,42.5,3.7,0.09446708347719118
90.0,42.5,3.725,0.08173617266815393
90.0,42.5,3.75,0.06832817326461355
90.0,42.5,3.775,0.054125591955448485
90.0,42.5,3.8,0.03899036899902802
90.0,45.0,2.4,-0.09651243775495273
90.0,45.0,2.425,-0.14481082576461562
90.0,45.0,2.45,-0.20445144440474697
90.0,45.0,2.475,-0.2804414780631409
90.0,45.0,2.5,-0.3811159641149588
90.0,45.0,2.525,-0.5212599582763193
90.0,45.0,2.55,-0.7289939246619994
90.0,45.0,2.575,-1.0598312040946725
90.0,45.0,2.6,-1.5834525941836588
90.0,45.0,2.625,-1.3839991339617512
90.0,45.0,2.65,1.9407961862682745
90.0,45.0,2.675,1.8890473182378715
90.0,45.0,2.7,1.4333719436928805
90.0,45.0,2.725,1.1423395715303486
90.0,45.0,2.75,0.9552122830789579
90.0,45.0,2.775,0.8266990923866678
90.0,45.0,2.8,0.7331903845040646
90.0,45.0,2.825,0.6619548603465318
90.0,45.0,2.85,0.6056720798813017
90.0,45.0,2.875,0.5598747796061309
90.0,45.0,2.9,0.521695499116119
90.0,45.0,2.925,0.48921405998528006
90.0,45.0,2.95,0.46109815517129166
90.0,45.0,2.975,0.43639564093732963
90.0,45.0,3.0,0.4144100787094495
90.0,45.0,3.025,0.3946248414749346
90.0,45.0,3.05,0.3766558240157377
90.0,45.0,3.075,0.36021296544309467
90.0,45.0,3.1,0.3450492216741754
90.0,45.0,3.125,0.3309223266301644
90.0,45.0,3.15,0.3176228456822995
90.0,45.0,3.175,0.3050049081116147
90.0,45.0,3.2,0.2929660021025239
90.0,45.0,3.225,0.2814217743044758
90.0,45.0,3.25,0.2702966349723304
90.0,45.0,3.275,0.25952146183497143
90.0,45.0,3.3,0.2490344988967272
90.0,45.0,3.325,0.23877757915589432
90.0,45.0,3.35,0.22869808943318318
90.0,45.0,3.375,0.2187467077115478
90.0,45.0,3.4,0.20887669936020514
90.0,45.0,3.425,0.19904305069884679
90.0,45.0,3.45,0.1892016382091678
90.0,45.0,3.475,0.17930842091996751
90.0,45.0,3.5,0.16931863334934927
90.0,45.0,3.525,0.15918595248197406
90.0,45.0,3.55,0.14886160880905536
90.0,45.0,3.575,0.1382934069505744
90.0,45.0,3.6,0.1274246149430915
90.0,45.0,3.625,0.11619267211392309
90.0,45.0,3.65,0.10452765262986387
90.0,45.0,3.675,0.0923504040861438
90.0,45.0,3.7,0.07957025633700428
90.0,45.0,3.725,0.06608216333262033
90.0,45.0,3.75,0.051763099102528326
90.0,45.0,3.775,0.0364674851421716
90.0,45.0,3.8,0.020021372085767652
90.0,47.5,2.4,-0.18936844390112367
90.0,47.5,2.425,-0.2630057847332567
90.0,47.5,2.45,-0.3600853945452946
90.0,47.5,2.475,-0.49450034882891347
90.0,47.5,2.5,-0.6927771330421881
90.0,47.5,2.525,-1.0090134855788289
90.0,47.5,2.55,-1.5369515925294803
90.0,47.5,2.575,-1.7726003309338123
90.0,47.5,2.6,1.8329910687025477
90.0,47.5,2.625,2.024794610360988
90.0,47.5,2.65,1.510572691792776
90.0,47.5,2.675,1.188760201545596
90.0,47.5,2.7,0.9865218358117405
90.0,47.5,2.725,0.8497936542370724
90.0,47.5,2.75,0.7513891835470231
90.0,47.5,2.775,0.6770182650520161
90.0,47.5,2.8,0.6186121036100602
90.0,47.5,2.825,0.5713124564970461
90.0,47.5,2.85,0.5320328461134148
90.0,47.5,2.875,0.49872315412465007
90.0,47.5,2.9,0.4699701136901981
90.0,47.5,2.925,0.44476869713824885
90.0,47.5,2.95,0.4223857279235252
90.0,47.5,2.975,0.4022763177054694
90.0,47.5,3.0,0.3840323139689735
90.0,47.5,3.025,0.3673482392511515
90.0,47.5,3.05,0.3519856822281157
90.0,47.5,3.075,0.33772542175380843
